'census_2010_block_id','sector_id','number_of_jobs','census_block_id'
'530610534004016',2,27,43043
'530610534004017',7,1,43044
'530610534004020',1,1,43050
'530610534004020',5,3,43050
'530610534004020',11,1,43050
'530610535041000',7,1,43225
'530610535041000',9,39,43225
'530610535041001',2,2,43218
'530610535041001',3,1,43218
'530610535041001',7,1,43218
'530610535041002',7,1,43217
'530610535041002',9,104,43217
'530610535041002',11,3,43217
'530610535041003',3,6,43215
'530610535041003',5,34,43215
'530610535041004',5,60,43353
'530610535041004',11,12,43353
'530610535041005',2,3,43220
'530610535041005',7,4,43220
'530610535041005',11,1,43220
'530610535041006',3,1,43221
'530610535041006',11,1,43221
'530610535041007',7,1,43222
'530610535041008',2,2,43224
'530610535041008',5,1,43224
'530610535041008',7,6,43224
'530610535041008',8,0,43224
'530610535041008',11,4,43224
'530610535041008',13,54,43224
'530610535041009',2,1,43219
'530610535041009',5,1,43219
'530610535041009',7,1,43219
'530610535041009',9,-51,43219
'530610535041010',5,18,43223
'530610535041011',9,1,43366
'530610535042003',7,2,43103
'530610535042003',9,1,43103
'530610535042005',5,19,43105
'530610535042006',4,1,43104
'530610535042006',11,1,43104
'530610535042007',7,-1,43106
'530610535042007',9,1,43106
'530610535042008',12,13,43117
'530610535042009',11,1,43110
'530610535042011',7,14,43108
'530610535042012',7,-9,43115
'530610535042012',9,2,43115
'530610535042012',11,10,43115
'530610535042013',2,1,43116
'530610535042013',5,1,43116
'530610535042013',7,3,43116
'530610535042013',9,1,43116
'530610535042013',10,22,43116
'530610535042013',11,5,43116
'530610535042014',2,3,43111
'530610535042014',7,2,43111
'530610535042016',4,1,43112
'530610535042018',7,1,43120
'530610535042020',10,11,43141
'530610535042020',11,0,43141
'530610535042022',2,1,43136
'530610535042022',4,-28,43136
'530610535042022',5,15,43136
'530610535042022',7,54,43136
'530610535042022',9,15,43136
'530610535042022',10,33,43136
'530610535042022',11,0,43136
'530610535042022',12,26,43136
'530610535042023',5,2,43156
'530610535042023',7,5,43156
'530610535042023',8,1,43156
'530610535042023',9,1,43156
'530610535042023',10,1,43156
'530610535042023',11,28,43156
'530610535042023',13,6,43156
'530610535042024',3,1,43157
'530610535042024',5,-1,43157
'530610535042024',7,13,43157
'530610535042024',9,6,43157
'530610535042024',11,5,43157
'530610535042025',4,1,43153
'530610535042025',7,11,43153
'530610535042025',9,1,43153
'530610535042025',10,33,43153
'530610535042025',11,5,43153
'530610535042025',12,15,43153
'530610535042028',2,2,43160
'530610535042028',5,10,43160
'530610535042028',7,8,43160
'530610535042028',9,-2,43160
'530610535042028',10,15,43160
'530610535042028',11,4,43160
'530610535042029',2,11,43159
'530610535042029',3,5,43159
'530610535042029',5,3,43159
'530610535042029',7,1,43159
'530610535042029',8,1,43159
'530610535042029',9,40,43159
'530610535042029',10,28,43159
'530610535042029',11,2,43159
'530610535042029',13,5,43159
'530610535042030',11,3,43139
'530610535042031',7,10,43134
'530610535042031',11,12,43134
'530610535042032',7,1,43114
'530610535042033',5,1,43152
'530610535042033',7,1,43152
'530610535042033',10,2,43152
'530610535042033',11,1,43152
'530610535042035',9,1,43155
'530610535042036',9,11,43154
'530610535042036',11,1,43154
'530610535042039',2,2,43164
'530610535042039',7,4,43164
'530610535042039',8,8,43164
'530610535042039',11,5,43164
'530610535042039',12,3,43164
'530610535042039',13,124,43164
'530610535042040',9,1,43170
'530610535042041',9,8,43161
'530610535042041',11,3,43161
'530610535043001',9,1,43144
'530610535043002',2,1,43143
'530610535043003',8,2,43142
'530610535043003',13,3,43142
'530610535043004',9,2,43149
'530610535043005',3,1,43148
'530610535043005',9,2,43148
'530610535043006',4,5,43147
'530610535043006',5,40,43147
'530610535043006',7,13,43147
'530610535043006',10,17,43147
'530610535043006',11,8,43147
'530610535043007',5,1,43140
'530610535043007',7,1,43140
'530610535043007',12,77,43140
'530610535043008',2,22,43151
'530610535043008',7,13,43151
'530610535043008',8,1,43151
'530610535043008',11,50,43151
'530610535043008',12,11,43151
'530610535043009',5,13,43190
'530610535043009',7,1,43190
'530610535043011',5,1,43182
'530610535043013',2,1,43146
'530610535043016',12,18,43168
'530610535043018',5,1,43180
'530610535043018',7,3,43180
'530610535043018',8,23,43180
'530610535043018',9,87,43180
'530610535043018',10,1,43180
'530610535043018',11,8,43180
'530610535043018',12,335,43180
'530610535043018',13,53,43180
'530610535043020',2,3,43185
'530610535043020',5,-16,43185
'530610535043020',11,1,43185
'530610535043022',7,1,43189
'530610535043022',11,3,43189
'530610535043023',5,1,43179
'530610535043023',7,2,43179
'530610535043023',11,5,43179
'530610535043024',5,40,43176
'530610535043024',7,3,43176
'530610535043024',9,12,43176
'530610535043024',11,1,43176
'530610535043025',7,1,43191
'530610535043027',7,1,43192
'530610535043028',9,1,43183
'530610535043029',9,9,43188
'530610535044000',3,7,43119
'530610535044000',5,1,43119
'530610535044003',1,-5,43173
'530610535044003',4,-86,43173
'530610535044003',5,-34,43173
'530610535044003',7,-7,43173
'530610535044003',9,-17,43173
'530610535044003',10,-14,43173
'530610535044003',11,-11,43173
'530610535044004',1,2,43198
'530610535044004',8,1,43198
'530610535044006',2,3,43118
'530610535044006',4,7,43118
'530610535044006',7,2,43118
'530610535044006',8,1,43118
'530610535044006',9,48,43118
'530610535044006',11,1,43118
'530610535044006',13,134,43118
'530610535044008',8,1,43171
'530610535044009',7,2,43195
'530610535044013',4,2,43197
'530610535044013',7,5,43197
'530610535044013',8,1,43197
'530610535044013',9,37,43197
'530610535044013',11,1,43197
'530610535044013',12,25,43197
'530610535044016',1,1,43226
'530610535044016',2,3,43226
'530610535044016',9,11,43226
'530610535044016',11,1,43226
'530610535044017',3,4,43367
'530610535045000',4,3,43336
'530610535045000',5,13,43336
'530610535045000',7,8,43336
'530610535045000',8,2,43336
'530610535045000',9,94,43336
'530610535045000',10,50,43336
'530610535045000',11,6,43336
'530610535045002',7,2,43342
'530610535045002',11,1,43342
'530610535045004',9,1,43369
'530610535045004',11,1,43369
'530610535045007',7,1,43341
'530610535045007',8,0,43341
'530610535045007',13,141,43341
'530610535045010',2,2,43361
'530610535045011',1,1,43362
'530610535045011',2,8,43362
'530610535045011',4,3,43362
'530610535045011',7,2,43362
'530610535045011',11,1,43362
'530610535045013',2,2,43528
'530610535045013',7,1,43528
'530610535045013',11,1,43528
'530610535045017',10,6,51243
'530610535045017',11,0,51243
'530610535051000',9,2,43554
'530610535051001',2,1,43541
'530610535051001',3,1,43541
'530610535051002',1,3,44043
'530610535051002',5,1,44043
'530610535051002',7,10,44043
'530610535051002',8,1,44043
'530610535051002',9,34,44043
'530610535051002',11,8,44043
'530610535051004',5,1,44198
'530610535051005',1,6,44201
'530610535051005',2,7,44201
'530610535051005',7,1,44201
'530610535051005',8,1,44201
'530610535051005',9,4,44201
'530610535051005',10,5,44201
'530610535051005',11,3,44201
'530610535051007',9,2,44202
'530610535052000',2,1,43372
'530610535052000',3,1,43372
'530610535052000',4,3,43372
'530610535052000',7,2,43372
'530610535052000',9,14,43372
'530610535052004',9,0,44035
'530610535052005',4,-9,43538
'530610535052005',7,1,43538
'530610535052005',11,6,43538
'530610535052006',4,2,44032
'530610535052006',9,2,44032
'530610535052012',2,1,44190
'530610535052013',2,5,44036
'530610535052013',7,7,44036
'530610535052013',9,1,44036
'530610535052013',11,24,44036
'530610535052018',7,58,44200
'530610535052022',1,1,44320
'530610535052022',2,72,44320
'530610535052022',7,2,44320
'530610535052028',2,21,44042
'530610535052028',11,1,44042
'530610535052032',7,2,44183
'530610535052035',2,3,44318
'530610535052035',7,1,44318
'530610535052036',2,14,44316
'530610535052036',7,1,44316
'530610535052036',11,1,44316
'530610535052043',1,1,44191
'530610535052043',2,4,44191
'530610535052043',5,1,44191
'530610535052043',7,4,44191
'530610535052044',7,1,44182
'530610535052045',7,1,44186
'530610535053000',1,1,43055
'530610535053000',7,2,43055
'530610535053000',9,6,43055
'530610535053000',11,4,43055
'530610535053002',12,2,43383
'530610535053003',1,2,43126
'530610535053003',2,2,43126
'530610535053003',3,1,43126
'530610535053003',7,2,43126
'530610535053004',2,1,43381
'530610535053005',2,1,43537
'530610535053009',7,1,43228
'530610535053010',11,1,43536
'530610535053013',2,4,43542
'530610535053013',7,2,43542
'530610535053013',9,2,43542
'530610535053013',11,4,43542
'530610535053014',1,1,43379
'530610535053015',2,9,43543
'530610535053016',2,12,43540
'530610535053016',7,1,43540
'530610535053016',11,3,43540
'530610535053021',7,2,43549
'530610535053021',9,2,43549
'530610535053022',2,8,43551
'530610535053022',7,6,43551
'530610535053026',7,1,43227
'530610535053026',9,4,43227
'530610535054000',2,1,43547
'530610535054002',1,1,44044
'530610535054002',9,1,44044
'530610535054005',5,1,44204
'530610535054005',7,1,44204
'530610535054005',9,2,44204
'530610535054005',11,2,44204
'530610535054006',2,5,44197
'530610535054006',3,1,44197
'530610535054006',5,2,44197
'530610535054006',8,1,44197
'530610535054006',9,4,44197
'530610535054006',11,3,44197
'530610535054008',4,1,44208
'530610535054008',7,1,44208
'530610535054008',11,1,44208
'530610535054009',2,1,44205
'530610535054010',9,-1,44203
'530610535054013',2,2,44209
'530610535061003',11,9,42659
'530610535061007',1,1,42642
'530610535061007',2,1,42642
'530610535061007',3,1,42642
'530610535061007',7,5,42642
'530610535061011',1,5,42629
'530610535061011',2,7,42629
'530610535061011',3,3,42629
'530610535061011',9,4,42629
'530610535061011',12,3,42629
'530610535061016',1,3,42637
'530610535061018',9,2,42634
'530610535061019',9,1,42636
'530610535061022',2,10,42644
'530610535061026',7,1,42674
'530610535061026',9,1,42674
'530610535061026',11,1,42674
'530610535061029',9,141,42678
'530610535061029',10,1,42678
'530610535061029',11,0,42678
'530610535061030',4,2,42675
'530610535061031',7,1,42663
'530610535061033',7,1,42671
'530610535061037',7,1,42667
'530610535061042',1,35,42648
'530610535061042',7,1,42648
'530610535061043',1,17,42643
'530610535061043',9,1,42643
'530610535061043',10,28,42643
'530610535061043',11,2,42643
'530610535061053',1,1,42626
'530610535061053',4,1,42626
'530610535061053',7,15,42626
'530610535061053',9,1,42626
'530610535061053',11,1,42626
'530610535061058',2,1,42779
'530610535061058',9,1,42779
'530610535061059',1,1,42781
'530610535061060',1,3,42761
'530610535061060',2,9,42761
'530610535061060',4,40,42761
'530610535061060',10,14,42761
'530610535061060',11,1,42761
'530610535061061',2,1,42783
'530610535061061',3,1,42783
'530610535061062',1,1,42628
'530610535061062',2,4,42628
'530610535061062',3,2,42628
'530610535061062',5,1,42628
'530610535061062',7,17,42628
'530610535061062',8,3,42628
'530610535061062',11,3,42628
'530610535061062',13,0,42628
'530610535061069',4,1,42669
'530610535061078',11,-1,42640
'530610535062000',1,1,43062
'530610535062000',7,8,43062
'530610535062000',11,1,43062
'530610535062003',1,10,43124
'530610535062003',2,8,43124
'530610535062003',3,3,43124
'530610535062003',4,1,43124
'530610535062003',7,-2,43124
'530610535062003',9,4,43124
'530610535062008',2,1,43057
'530610535062008',7,4,43057
'530610535062008',9,-1,43057
'530610535062008',11,1,43057
'530610535062009',1,1,43123
'530610535062009',2,7,43123
'530610535062009',9,7,43123
'530610535062009',11,1,43123
'530610535062010',1,2,43056
'530610535062010',2,25,43056
'530610535062010',3,1,43056
'530610535062010',4,12,43056
'530610535062010',5,2,43056
'530610535062010',7,5,43056
'530610535062010',9,18,43056
'530610535062010',11,1,43056
'530610535062014',1,1,43058
'530610535062015',7,1,42774
'530610535062016',4,2,42787
'530610535062016',5,1,42787
'530610535062021',11,2,43129
'530610535063003',4,1,42946
'530610535063003',11,3,42946
'530610535063005',7,1,42945
'530610535063005',9,1,42945
'530610535063020',9,1,44050
'530610535063021',5,1,44047
'530610535063033',2,1,44049
'530610535063033',9,5,44049
'530610535063033',11,1,44049
'530610535063036',2,7,44196
'530610535063036',4,1,44196
'530610535063036',7,2,44196
'530610535063036',8,1,44196
'530610535063036',9,1,44196
'530610535063036',11,2,44196
'530610535063037',7,1,44217
'530610535063038',2,1,44057
'530610535063038',7,2,44057
'530610535063042',11,3,44058
'530610535063049',1,1,42949
'530610535063049',3,1,42949
'530610535063055',1,1,42951
'530610535063057',2,1,43378
'530610535064000',1,16,42785
'530610535064000',2,18,42785
'530610535064000',4,2,42785
'530610535064000',5,24,42785
'530610535064000',7,5,42785
'530610535064000',9,7,42785
'530610535064000',11,4,42785
'530610535064004',2,7,43061
'530610535064004',7,4,43061
'530610535064008',2,11,43060
'530610535064008',7,1,43060
'530610535064008',9,1,43060
'530610535064008',10,2,43060
'530610535064008',11,1,43060
'530610535064008',12,2,43060
'530610535071000',5,79,43346
'530610535071000',7,23,43346
'530610535071000',9,-46,43346
'530610535071000',10,5,43346
'530610535071000',11,24,43346
'530610535071001',3,61,43337
'530610535071001',5,-70,43337
'530610535071001',9,62,43337
'530610535071001',11,-2,43337
'530610535071002',3,753,43339
'530610535071002',4,2,43339
'530610535071003',2,22,43340
'530610535071003',3,366,43340
'530610535071003',4,150,43340
'530610535071003',5,42,43340
'530610535071003',7,4,43340
'530610535071003',9,2,43340
'530610535071003',10,6,43340
'530610535071003',11,4,43340
'530610535071004',4,1,43338
'530610535071005',4,1,43323
'530610535071005',7,10,43323
'530610535071005',8,2,43323
'530610535071005',9,1,43323
'530610535071005',11,2,43323
'530610535071005',13,59,43323
'530610535071006',7,1,43325
'530610535071006',9,2,43325
'530610535071007',2,1,43328
'530610535071007',7,4,43328
'530610535071008',7,3,43331
'530610535071008',8,1,43331
'530610535071008',10,1,43331
'530610535071009',11,1,43357
'530610535071010',7,2,43360
'530610535071011',4,1,43324
'530610535071011',5,1,43324
'530610535071011',8,1,43324
'530610535071011',11,1,43324
'530610535071012',7,1,43329
'530610535071012',11,2,43329
'530610535071013',4,1,43332
'530610535071013',8,1,43332
'530610535071013',11,1,43332
'530610535072000',2,2,43326
'530610535072000',4,1,43326
'530610535072000',5,2,43326
'530610535072000',7,13,43326
'530610535072000',9,1,43326
'530610535072000',11,2,43326
'530610535072001',2,7,43327
'530610535072001',7,4,43327
'530610535072001',10,13,43327
'530610535072001',11,22,43327
'530610535072003',2,7,43504
'530610535072003',5,1,43504
'530610535072003',7,-1,43504
'530610535072003',9,1,43504
'530610535072003',11,1,43504
'530610535072004',3,1,43532
'530610535072004',4,1,43532
'530610535072004',11,2,43532
'530610535072005',5,1,43503
'530610535072005',9,1,43503
'530610535072005',11,1,43503
'530610535072006',5,-5,43518
'530610535072008',7,5,43517
'530610535072010',7,1,43522
'530610535072013',3,2,43521
'530610535072013',4,1,43521
'530610535072013',7,2,43521
'530610535072019',11,1,43502
'530610535072021',4,1,43516
'530610535072021',9,8,43516
'530610535072021',11,2,43516
'530610535073000',4,1,43330
'530610535073000',7,1,43330
'530610535073000',9,2,43330
'530610535073000',11,2,43330
'530610535073001',11,1,43512
'530610535073002',2,1,43497
'530610535073002',5,1,43497
'530610535073002',7,24,43497
'530610535073002',8,2,43497
'530610535073002',9,9,43497
